Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
16228_1#69.contigs_velvet	O3b	O3b	Very high		99.44%	99.16%	0 bp	8 / 8 (100%)	O3b_01_manC,99.788%;O3b_02_manB,99.349%;O3b_03_wzm,99.237%;O3b_04_wzt,99.537%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.405%;O3b_07_wbdB,99.215%;O3b_08_wbdC,99.714%		0		0 / 8 (0%)		0	
16228_1#6.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
16228_1#70.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#71.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.97%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.735%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#72.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%
16228_1#73.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
16228_1#74.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.52%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#75.contigs_velvet	O5	O5	High	*	100.00%	94.67%	+1 bp	8 / 8 (100%)	O5_01_manC,99.788%;O5_02_manB,99.346%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,96.479%;O5_06_wbdA,94.975%;O5_07_wbdB,99.482%;O5_08_wbdC,99.462%		0		0 / 8 (0%)		4	OL101_01_rfbB,97.465%;OL101_03_rfbD,98.653%;OL101_02_rfbA,99.655%;O12_04_rfbC,96.757%
16228_1#76.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.54%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,97.884%;O1/O2v1_07_kfoC,98.178%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#77.contigs_velvet	O1/O2v1	O2a	Very high		100.00%	98.97%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.842%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		2	O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%
16228_1#78.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
16228_1#79.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#7.contigs_velvet	O1/O2v2	O1b	Very high		100.00%	99.28%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,98.973%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#80.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#81.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	97.87%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
16228_1#82.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.40%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#83.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.67%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.684%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%
16228_1#84.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
16228_1#85.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.42%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.051%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%
16228_1#8.contigs_velvet	O1/O2v1	O2a	Very high		100.00%	98.75%	+1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.861%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
16228_1#9.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.44%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.892%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	O12_01_rfbB,97.746%;OL101_03_rfbD,98.316%;OL101_02_rfbA,96.875%;O12_04_rfbC,95.676%
22072_1#101.contigs_velvet	O1/O2v1	O2a	Very high		100.00%	98.75%	+1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.861%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
22072_1#102.contigs_velvet	O1/O2v1	O2a	Very high		100.00%	98.75%	+1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.861%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
22072_1#103.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#105.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#106.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.44%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.209%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.569%;O12_04_rfbC,97.297%
22072_1#107.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#110.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#111.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#112.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#113.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#114.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#117.contigs_velvet	O1/O2v2	O1b	Very high		100.00%	99.40%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#119.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#120.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#121.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#122.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#123.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#124.contigs_velvet	O3/O3a	O3/O3a	Good	?-	100.00%	99.18%	n/a	7 / 8 (87.5%)	O3/O3a_02_manB,99.057%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%	O3/O3a_01_manC	0		0 / 8 (0%)		0	
22072_1#125.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#126.contigs_velvet	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
22072_1#127.contigs_velvet	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
22072_1#128.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	98.66%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,98.305%;O3b_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
22072_1#129.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
22072_1#130.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#131.contigs_velvet	O1/O2v1	unknown (O1/O2v1)	None	?-	98.85%	99.79%	n/a	3 / 7 (42.9%)	O1/O2v1_02_wzt,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	0		0 / 7 (0%)		3	O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#132.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#134.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#135.contigs_velvet	O5	O5	High	*	100.00%	94.20%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.564%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.387%;O5_07_wbdB,99.482%;O5_08_wbdC,99.731%		0		0 / 8 (0%)		0	
22072_1#136.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.43%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,98.785%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.222%;O12_04_rfbC,96.757%
22072_1#137.contigs_velvet	O5	O5	High	*	100.00%	94.21%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.564%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.387%;O5_07_wbdB,99.482%;O5_08_wbdC,99.731%		0		0 / 8 (0%)		0	
22072_1#138.contigs_velvet	O1/O2v2	O2afg	Very high		100.00%	98.42%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
22072_1#139.contigs_velvet	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
22072_1#140.contigs_velvet	O3/O3a	O3/O3a	Very high		100.00%	96.11%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_05_wbdD,96.192%;O3/O3a_06_wbdA,97.979%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,99.462%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,97.98%;OL101_02_rfbA,98.276%;O12_04_rfbC,95.676%
22072_1#142.contigs_velvet	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
