Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
16228_1#57.contigs_velvet	KL51	K51	High	-	100.00%	99.40%	+3 bp	15 / 16 (93.8%)	KL51_01_galF,99.331%;KL51_02_cpsACP,100.0%;KL51_03_wzi,99.582%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,100.0%;KL51_09_wzy,99.174%;KL51_10_wcuF,99.18%;KL51_11_wcpA,99.726%;KL51_12_wzx,100.0%;KL51_13,99.878%;KL51_15_gnd,99.574%;KL51_16_ugd,99.229%	KL51_14_wcoZ	0		0 / 16 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.752%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.806%
16228_1#58.contigs_velvet	KL2	K2	Very high		100.00%	98.41%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
16228_1#59.contigs_velvet	KL62	K62	Very high		100.00%	99.82%	0 bp	19 / 19 (100%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.861%;KL62_07_wbaP,99.79%;KL62_08,100.0%;KL62_09,99.709%;KL62_10,100.0%;KL62_11_wzy,100.0%;KL62_12,100.0%;KL62_13,99.722%;KL62_14,100.0%;KL62_15_wzx,99.772%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,98.806%
16228_1#5.contigs_velvet	KL15	K15	Very high		100.00%	99.76%	+1105 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,100.0%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,100.0%;KL15_09_wceM,100.0%;KL15_10_wcsR,100.0%;KL15_11_wcaN,100.0%;KL15_12_wzy,100.0%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		3	KL104_16_wzx,98.072%;KL150_19_gmd,89.489%;KL104_17,98.635%
16228_1#60.contigs_velvet	KL2	K2	Very high		100.00%	98.41%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		3	KL40_03_wcpO,97.976%;KL40_04,99.752%;KL40_05_rfaG,99.475%
16228_1#61.contigs_velvet	KL57	K57	Very high		100.00%	98.78%	0 bp	18 / 18 (100%)	KL57_01_galF,99.331%;KL57_02_cpsACP,98.095%;KL57_03_wzi,98.958%;KL57_04_wza,98.942%;KL57_05_wzb,100.0%;KL57_06_wzc,99.584%;KL57_07_wcaJ,99.581%;KL57_08_wzx,99.795%;KL57_09_wckX,100.0%;KL57_10_wckW,100.0%;KL57_11_wzy,98.473%;KL57_12,100.0%;KL57_13_vanT,98.777%;KL57_14_wbaZ,99.74%;KL57_15_gnd,100.0%;KL57_16_manC,100.0%;KL57_17_manB,100.0%;KL57_18_ugd,99.743%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.393%;KL40_04,99.752%;KL40_05_rfaG,99.213%;KL150_19_gmd,84.384%
16228_1#63.contigs_velvet	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,99.733%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
16228_1#64.contigs_velvet	KL20	K20	Very high		100.00%	99.95%	0 bp	18 / 18 (100%)	KL20_01_galF,100.0%;KL20_02_cpsACP,100.0%;KL20_03_wzi,100.0%;KL20_04_wza,100.0%;KL20_05_wzb,100.0%;KL20_06_wzc,100.0%;KL20_07_wbaP,100.0%;KL20_08_wzy,99.757%;KL20_09,100.0%;KL20_10_wcaN,100.0%;KL20_11_wcaO,100.0%;KL20_12,100.0%;KL20_13_wbaZ,100.0%;KL20_14_wzx,99.762%;KL20_15_gnd,100.0%;KL20_16_manC,100.0%;KL20_17_manB,100.0%;KL20_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.806%
16228_1#65.contigs_velvet	KL9	K9	Very high		100.00%	99.98%	0 bp	19 / 19 (100%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,100.0%;KL9_07_wbaP,100.0%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,99.744%;KL9_11,100.0%;KL9_12,100.0%;KL9_13_wzx,99.762%;KL9_14_gnd,100.0%;KL9_15_rmlB,100.0%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
16228_1#66.contigs_velvet	KL13	K13	Very high		100.00%	99.97%	0 bp	19 / 19 (100%)	KL13_01_galF,100.0%;KL13_02_cpsACP,100.0%;KL13_03_wzi,100.0%;KL13_04_wza,100.0%;KL13_05_wzb,100.0%;KL13_06_wzc,100.0%;KL13_07_wcuD,100.0%;KL13_08_wclX,99.742%;KL13_09_wzy,100.0%;KL13_10_wcuF,99.722%;KL13_11_wzx,100.0%;KL13_12_wcuL,99.685%;KL13_13_wcoW,100.0%;KL13_14,99.652%;KL13_15_wcaJ,100.0%;KL13_16_gnd,100.0%;KL13_17_manC,99.788%;KL13_18_manB,100.0%;KL13_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,96.842%;KL150_19_gmd,100.0%
16228_1#67.contigs_velvet	KL174	unknown (KL174)	Very high		100.00%	100.00%	0 bp	20 / 20 (100%)	KL174_01_galF,100.0%;KL174_02_cpsACP,100.0%;KL174_03_wzi,99.791%;KL174_04_wza,100.0%;KL174_05_wzb,100.0%;KL174_06_wzc,100.0%;KL174_07_wzy,100.0%;KL174_08,100.0%;KL174_09_wzx,100.0%;KL174_10_pglJ,100.0%;KL174_11,100.0%;KL174_12_wcpF,100.0%;KL174_13_wcuI,100.0%;KL174_14,100.0%;KL174_15_wbaZ,100.0%;KL174_16_wcaJ,100.0%;KL174_17_gnd,100.0%;KL174_18_manC,100.0%;KL174_19_manB,100.0%;KL174_20_ugd,100.0%		0		0 / 20 (0%)		5	KL40_03_wcpO,95.547%;KL40_04,97.27%;KL40_05_rfaG,99.213%;KL150_19_gmd,96.096%;KL150_19_gmd,83.183%
16228_1#68.contigs_velvet	KL169	unknown (KL169)	Good	?-	99.66%	99.97%	n/a	24 / 25 (96%)	KL169_01_galF,100.0%;KL169_02_cpsACP,100.0%;KL169_03_wzi,100.0%;KL169_04_wza,100.0%;KL169_05_wzb,100.0%;KL169_06_wzc,100.0%;KL169_07_wbaP,100.0%;KL169_08_wcaA,100.0%;KL169_09,100.0%;KL169_10,100.0%;KL169_12_wcuD,100.0%;KL169_13,99.76%;KL169_14,100.0%;KL169_15_gnd,100.0%;KL169_16_manC,99.788%;KL169_17_manB,97.753%;KL169_18_rmlB,100.0%;KL169_19_rmlA,100.0%;KL169_20_rmlD,100.0%;KL169_21_rmlC,100.0%;KL169_22,100.0%;KL169_23_wzx,100.0%;KL169_24,100.0%;KL169_25_ugd,100.0%	KL169_11_wzy	0		0 / 25 (0%)		2	KL50_10,89.811%;KL150_19_gmd,84.478%
16228_1#69.contigs_velvet	KL111	unknown (KL111)	Very high		100.00%	99.84%	0 bp	17 / 17 (100%)	KL111_01_galF,99.666%;KL111_02_cpsACP,99.048%;KL111_03_wzi,99.791%;KL111_04_wza,100.0%;KL111_05_wzb,100.0%;KL111_06_wzc,100.0%;KL111_07_wzy,99.74%;KL111_08_wckT,100.0%;KL111_09,100.0%;KL111_10,100.0%;KL111_11_wzy,100.0%;KL111_12_wcuL,100.0%;KL111_13_wctD,99.632%;KL111_14,100.0%;KL111_15_wcaJ,100.0%;KL111_16_gnd,100.0%;KL111_17_ugd,100.0%		0		0 / 17 (0%)		4	KL50_10,99.434%;KL1_18_manC,99.788%;KL30_19_manB,98.718%;KL150_19_gmd,99.104%
16228_1#6.contigs_velvet	KL17	K17	Very high		100.00%	100.00%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
16228_1#70.contigs_velvet	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,99.767%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
16228_1#71.contigs_velvet	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,99.788%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,100.0%
16228_1#72.contigs_velvet	KL43	K43	Good	-	98.23%	97.17%	-470 bp	18 / 19 (94.7%)	KL43_01_galF,99.331%;KL43_02_cpsACP,99.524%;KL43_03_wzi,98.125%;KL43_04_wza,99.208%;KL43_05_wzb,100.0%;KL43_06_wzc,99.307%;KL43_07_wcaJ,99.79%;KL43_08_wcuO,99.174%;KL43_09_wzy,99.204%;KL43_10_wcpY,99.252%;KL43_11_wcuE,99.698%;KL43_12_wbaZ,99.74%;KL43_13_wcuV,98.795%;KL43_14_wzx,98.958%;KL43_16_gnd,99.574%;KL43_17_manC,99.364%;KL43_18_manB,100.0%;KL43_19_ugd,99.486%	KL43_15_wcpZ	0		0 / 19 (0%)		4	KL40_03_wcpO,99.595%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.403%
16228_1#73.contigs_velvet	KL17	K17	Very high		100.00%	99.99%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,99.791%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
16228_1#74.contigs_velvet	KL24	K24	Good	?-	100.00%	100.00%	n/a	18 / 19 (94.7%)	KL24_01_galF,100.0%;KL24_02_cpsACP,100.0%;KL24_03_wzi,100.0%;KL24_04_wza,100.0%;KL24_05_wzb,100.0%;KL24_06_wzc,100.0%;KL24_07_wcuD,100.0%;KL24_08_wcuC,100.0%;KL24_09_wcuV,100.0%;KL24_10_wbaZ,100.0%;KL24_11_wcaJ,100.0%;KL24_12_wcuE,100.0%;KL24_14_wzy,100.0%;KL24_15_wzx,100.0%;KL24_16_gnd,100.0%;KL24_17_manC,100.0%;KL24_18_manB,100.0%;KL24_19_ugd,100.0%	KL24_13_wcuG	0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
16228_1#75.contigs_velvet	KL103	unknown (KL103)	Very high	*	100.00%	96.09%	-1 bp	21 / 21 (100%)	KL103_01_galF,100.0%;KL103_02_cpsACP,97.619%;KL103_03_wzi,98.536%;KL103_04_wza,99.737%;KL103_05_wzb,97.931%;KL103_06_wzc,98.887%;KL103_07_wbaP,99.165%;KL103_08_wcaA,96.382%;KL103_09,92.958%;KL103_10,98.301%;KL103_11_wcaN,96.271%;KL103_12_wzy,97.561%;KL103_13_wcpL,96.0%;KL103_14_wcuT,94.946%;KL103_15_wzx,97.704%;KL103_16_gnd,99.787%;KL103_17_rmlB,99.155%;KL103_18_rmlA,99.655%;KL103_19_rmlD,98.99%;KL103_20_rmlC,98.919%;KL103_21_ugd,99.743%		0		0 / 21 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,98.701%;KL150_19_gmd,98.209%
16228_1#76.contigs_velvet	KL27	K27	Very high		100.00%	99.95%	+2 bp	18 / 18 (100%)	KL27_01_galF,100.0%;KL27_02_cpsACP,100.0%;KL27_03_wzi,100.0%;KL27_04_wza,100.0%;KL27_05_wzb,100.0%;KL27_06_wzc,100.0%;KL27_07_wcaJ,100.0%;KL27_08_wckI,100.0%;KL27_09_wckS,99.602%;KL27_10_wckR,99.712%;KL27_11_wzy,100.0%;KL27_12_wzx,99.792%;KL27_13_wckQ,100.0%;KL27_14_wcuJ,100.0%;KL27_15_wctE,100.0%;KL27_16_wctF,100.0%;KL27_17_gnd,100.0%;KL27_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,96.842%;KL150_19_gmd,98.806%
16228_1#77.contigs_velvet	KL20	K20	Very high		100.00%	99.95%	0 bp	18 / 18 (100%)	KL20_01_galF,100.0%;KL20_02_cpsACP,100.0%;KL20_03_wzi,100.0%;KL20_04_wza,100.0%;KL20_05_wzb,100.0%;KL20_06_wzc,100.0%;KL20_07_wbaP,100.0%;KL20_08_wzy,99.757%;KL20_09,100.0%;KL20_10_wcaN,100.0%;KL20_11_wcaO,100.0%;KL20_12,100.0%;KL20_13_wbaZ,100.0%;KL20_14_wzx,99.762%;KL20_15_gnd,100.0%;KL20_16_manC,100.0%;KL20_17_manB,100.0%;KL20_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.806%
16228_1#78.contigs_velvet	KL17	K17	Very high		100.00%	99.99%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,99.791%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
16228_1#79.contigs_velvet	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,99.733%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
16228_1#7.contigs_velvet	KL63	K63	Very high		100.00%	99.36%	-3 bp	20 / 20 (100%)	KL63_01_galF,100.0%;KL63_02_cpsACP,100.0%;KL63_03_wzi,100.0%;KL63_04_wza,100.0%;KL63_05_wzb,100.0%;KL63_06_wzc,99.861%;KL63_07_wbaP,100.0%;KL63_08_wcsD,100.0%;KL63_09_wzx,100.0%;KL63_10_wzy,100.0%;KL63_11_wcsE,100.0%;KL63_12_gmd,100.0%;KL63_13_wcaG,100.0%;KL63_14,100.0%;KL63_15_wcaI,100.0%;KL63_16,100.0%;KL63_17_gnd,99.792%;KL63_18_manC,98.305%;KL63_19_manB,99.125%;KL63_20_ugd,98.972%		0		0 / 20 (0%)		4	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,84.985%
16228_1#80.contigs_velvet	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,99.788%;KL2_17_manB,100.0%;KL2_18_ugd,99.486%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
16228_1#81.contigs_velvet	KL62	K62	Good	?-	100.00%	99.72%	n/a	18 / 19 (94.7%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.723%;KL62_07_wbaP,99.58%;KL62_08,99.738%;KL62_09,99.419%;KL62_10,100.0%;KL62_11_wzy,99.486%;KL62_13,99.167%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%	KL62_12	0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,98.806%
16228_1#82.contigs_velvet	KL24	K24	High	-	100.00%	99.96%	-1 bp	18 / 19 (94.7%)	KL24_01_galF,100.0%;KL24_02_cpsACP,99.048%;KL24_03_wzi,100.0%;KL24_04_wza,100.0%;KL24_05_wzb,100.0%;KL24_06_wzc,100.0%;KL24_07_wcuD,100.0%;KL24_08_wcuC,100.0%;KL24_09_wcuV,99.757%;KL24_10_wbaZ,100.0%;KL24_11_wcaJ,100.0%;KL24_12_wcuE,99.698%;KL24_14_wzy,99.704%;KL24_15_wzx,100.0%;KL24_16_gnd,99.574%;KL24_17_manC,100.0%;KL24_18_manB,100.0%;KL24_19_ugd,100.0%	KL24_13_wcuG	0		0 / 19 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.701%
16228_1#83.contigs_velvet	KL57	K57	Very high		100.00%	98.78%	0 bp	18 / 18 (100%)	KL57_01_galF,99.331%;KL57_02_cpsACP,98.095%;KL57_03_wzi,98.958%;KL57_04_wza,98.942%;KL57_05_wzb,100.0%;KL57_06_wzc,99.723%;KL57_07_wcaJ,99.581%;KL57_08_wzx,99.795%;KL57_09_wckX,99.735%;KL57_10_wckW,100.0%;KL57_11_wzy,98.473%;KL57_12,100.0%;KL57_13_vanT,98.777%;KL57_14_wbaZ,99.74%;KL57_15_gnd,100.0%;KL57_16_manC,100.0%;KL57_17_manB,100.0%;KL57_18_ugd,99.743%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.393%;KL40_04,99.752%;KL40_05_rfaG,99.213%;KL150_19_gmd,84.384%
16228_1#84.contigs_velvet	KL16	K16	Very high		100.00%	99.41%	-1 bp	22 / 22 (100%)	KL16_01_galF,99.666%;KL16_02_cpsACP,97.619%;KL16_03_wzi,100.0%;KL16_04_wza,100.0%;KL16_05_wzb,100.0%;KL16_06_wzc,100.0%;KL16_07_wzx,100.0%;KL16_08_wzy,100.0%;KL16_09_gtf1,99.735%;KL16_10_vatD,99.451%;KL16_11_lacA,100.0%;KL16_12_sunS,100.0%;KL16_13_gmd,100.0%;KL16_14_fcl,100.0%;KL16_15_gmm,100.0%;KL16_16,100.0%;KL16_17_wcaJ,100.0%;KL16_18_gnd,100.0%;KL16_19,99.372%;KL16_20_manC,99.153%;KL16_21_manB,99.562%;KL16_22_ugd,99.743%		0		0 / 22 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
16228_1#85.contigs_velvet	KL3	K3	Very high		100.00%	99.61%	0 bp	19 / 19 (100%)	KL3_01_galF,100.0%;KL3_02_cpsACP,96.97%;KL3_03_wzi,99.792%;KL3_04_wza,100.0%;KL3_05_wzb,100.0%;KL3_06_wzc,99.862%;KL3_07_wcaJ,100.0%;KL3_08,100.0%;KL3_09,99.705%;KL3_10_pglJ,100.0%;KL3_11,100.0%;KL3_12,99.483%;KL3_13_wzx,99.79%;KL3_14,99.756%;KL3_15_wbaZ,100.0%;KL3_16_gnd,100.0%;KL3_17_manC,99.788%;KL3_18_manB,99.562%;KL3_19_ugd,99.743%		0		0 / 19 (0%)		5	KL40_03_wcpO,99.595%;KL40_04,99.504%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%;KL150_19_gmd,84.384%
16228_1#8.contigs_velvet	KL43	K43	Very high		100.00%	99.78%	0 bp	19 / 19 (100%)	KL43_01_galF,100.0%;KL43_02_cpsACP,100.0%;KL43_03_wzi,99.792%;KL43_04_wza,100.0%;KL43_05_wzb,100.0%;KL43_06_wzc,100.0%;KL43_07_wcaJ,100.0%;KL43_08_wcuO,100.0%;KL43_09_wzy,100.0%;KL43_10_wcpY,100.0%;KL43_11_wcuE,100.0%;KL43_12_wbaZ,100.0%;KL43_13_wcuV,100.0%;KL43_14_wzx,100.0%;KL43_15_wcpZ,99.719%;KL43_16_gnd,100.0%;KL43_17_manC,100.0%;KL43_18_manB,100.0%;KL43_19_ugd,99.486%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.209%
16228_1#9.contigs_velvet	KL23	K23	Very high		100.00%	99.94%	-3 bp	19 / 19 (100%)	KL23_01_galF,99.666%;KL23_02_cpsACP,100.0%;KL23_03_wzi,100.0%;KL23_04_wza,100.0%;KL23_05_wzb,100.0%;KL23_06_wzc,99.861%;KL23_07_wcaA,100.0%;KL23_08_wcaJ,100.0%;KL23_09_wckU,100.0%;KL23_10_wzy,99.736%;KL23_11_wckA,99.672%;KL23_12,99.812%;KL23_13_wzx,100.0%;KL23_14_gnd,100.0%;KL23_15_rmlB,100.0%;KL23_16_rmlA,100.0%;KL23_17_rmlD,100.0%;KL23_18_rmlC,100.0%;KL23_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,98.785%;KL40_04,99.256%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.403%
22072_1#101.contigs_velvet	KL43	K43	Very high		100.00%	99.78%	0 bp	19 / 19 (100%)	KL43_01_galF,100.0%;KL43_02_cpsACP,100.0%;KL43_03_wzi,99.792%;KL43_04_wza,100.0%;KL43_05_wzb,100.0%;KL43_06_wzc,100.0%;KL43_07_wcaJ,100.0%;KL43_08_wcuO,100.0%;KL43_09_wzy,100.0%;KL43_10_wcpY,100.0%;KL43_11_wcuE,100.0%;KL43_12_wbaZ,100.0%;KL43_13_wcuV,100.0%;KL43_14_wzx,100.0%;KL43_15_wcpZ,99.719%;KL43_16_gnd,100.0%;KL43_17_manC,100.0%;KL43_18_manB,100.0%;KL43_19_ugd,99.486%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.209%
22072_1#102.contigs_velvet	KL43	K43	Very high		100.00%	99.78%	0 bp	19 / 19 (100%)	KL43_01_galF,100.0%;KL43_02_cpsACP,100.0%;KL43_03_wzi,99.792%;KL43_04_wza,100.0%;KL43_05_wzb,100.0%;KL43_06_wzc,100.0%;KL43_07_wcaJ,100.0%;KL43_08_wcuO,100.0%;KL43_09_wzy,100.0%;KL43_10_wcpY,100.0%;KL43_11_wcuE,100.0%;KL43_12_wbaZ,100.0%;KL43_13_wcuV,100.0%;KL43_14_wzx,100.0%;KL43_15_wcpZ,99.719%;KL43_16_gnd,100.0%;KL43_17_manC,100.0%;KL43_18_manB,100.0%;KL43_19_ugd,99.486%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.209%
22072_1#103.contigs_velvet	KL15	K15	Very high		100.00%	99.76%	+1105 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,100.0%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,100.0%;KL15_09_wceM,100.0%;KL15_10_wcsR,100.0%;KL15_11_wcaN,100.0%;KL15_12_wzy,100.0%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		3	KL104_16_wzx,98.072%;KL150_19_gmd,89.489%;KL104_17,98.635%
